,children,ra,dec,dist,pmra,pmdec,rv,mag,absmag,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,comp_primary,lum,HE,NEP,CE,CN,CJ,HN,HSE,JUP,SE,WJ,WN,WSE,I,II,III,IV,V,VI,...,:,+,0,1,2,3,4,5,6,7,8,9,A,B,C,E,F,G,K,N,M,RD,S,W,O,D,n,e
0,1.0,0.042783,54.552139000000004,10.0,1.53,-8.82,0.0,8.62,-0.573,0.303,399.94863,4.479805000000001,561.82321,2.396e-05,5.38e-06,-1.71e-05,0.011200436904431484,0.9521144458450476,7.4176493125e-09,-4.2760565999999996e-08,202.0,147.63862777538625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1.0,1.025859,-71.549548,12.0,11.43,-40.22,0.0,7.76,1.828,1.095,46.872322,12.900181,-145.71390300000002,-2.965e-05,6.7e-07,-9.48e-06,0.2685692948742823,-1.2487751911805425,5.54142036875e-08,-1.94992062e-07,4783.0,16.173350557998518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1.0,3.450856,2.9994240000000003,10.0,24.66,3.68,0.0,10.93,4.177,0.47200000000000003,138.580723,175.869819,11.732268,-2.118e-05,1.642e-05,3.99e-06,0.9034318731067192,0.05234983211000125,1.19555053625e-07,1.7841143e-08,16037.0,1.8586602026885397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,2.0,1.981799,18.358092000000003,10.0,51.9,-23.34,0.0,6.79,-0.998,1.202,297.54592,169.90306299999997,113.702123,-3.387e-05,8.526e-05,-3.877e-05,0.5188338656601269,0.3204091428892613,2.5161830020833336e-07,-1.13155513e-07,9229.0,218.37353276021747,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0.0,1.479784,-26.549912,13.0,38.2,-9.46,0.0,10.45,4.548,0.637,125.492799,51.20443,-67.72384699999999,-1.348e-05,2.481e-05,-6.22e-06,0.3874066644897272,-0.4633833853045225,1.8519882597222226e-07,-4.5863374000000005e-08,6881.0,1.3206872951464232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,1.0,1.4813690000000002,-23.825019,12.0,33.75,-8.08,0.0,8.26,0.326,1.113,326.967988,133.569906,-155.963246,-2.954e-05,5.617e-05,-1.383e-05,0.3878214147154004,-0.4158250327632688,1.636246171875e-07,-3.9172945e-08,6887.0,64.50598332848317,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
6,1.0,0.749959,-53.714895,11.0,223.4,2.2,14.0,6.15,2.8080000000000003,0.524,27.047255,5.379912,-37.562159,-1.14e-06,5.123e-05,-1.125e-05,0.19633869389542066,-0.9375017736733752,1.0830737623611109e-06,1.0665899999999999e-08,3519.0,6.5584316980672765,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,1.0,0.163481,-40.892934000000004,5.0,135.91,-119.62,0.0,8.57,4.14,0.644,58.095549,2.488079,-50.357521999999996,-3.134e-05,4.939e-05,-3.372e-05,0.04279935446489088,-0.713716336423585,6.589102732430554e-07,-5.79934124e-07,788.0,1.9230917289101583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2.0,0.181524,-13.902804000000001,9.0,6.0,4.85,0.0,7.71,-12.29,1.253,96960.880371,4611.322554,-24027.554637999998,0.00042611,0.00293218,0.00228226,0.04752277252718229,-0.2426497032571988,2.9088820833333333e-08,2.3513463e-08,885.0,7177942.91271363,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
9,1.0,0.460437,-20.134524,10.0,59.55,4.96,10.8,6.78,1.5730000000000002,0.261,102.538488,12.420437,-37.868625,7.38e-06,3.288e-05,-1.32e-06,0.12054208718228425,-0.3514137435908675,2.887065467708333e-07,2.4046757999999996e-08,2179.0,20.45502431109355,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1.0,0.607444,22.033676,6.0,-12.77,-12.2,0.0,8.27,1.4769999999999999,0.09699999999999999,208.965003,33.514383,85.65102399999999,7.24e-06,-1.315e-05,-1.252e-05,0.1590284822813137,0.3845601964613963,-6.191070700694443e-08,-5.9147268999999997e-08,2869.0,22.346010577312228,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1.0,0.072243,40.109947999999996,11.0,-4.17,-2.78,-88.7,10.66,4.3180000000000005,1.5,141.868214,2.6834729999999998,119.527612,-6.769e-05,-5.03e-06,-6.036e-05,0.018913048103608308,0.700050661069075,-2.021673047916667e-08,-1.347782e-08,344.0,1.6323000728189951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12,3.0,0.7961189999999999,74.847573,13.0,15.03,-5.94,-3.0,5.42,-1.4480000000000002,-0.066,60.456458,12.786342999999999,228.18762900000002,2.08e-06,1.805e-05,-4.74e-06,0.20842347059059166,1.3063365830180949,7.286749618749999e-08,-2.8797932e-08,3713.0,330.52171686998014,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1.0,0.534637,-18.221992999999998,13.0,38.19,-26.0,0.0,7.07,0.752,1.245,172.580333,24.314668,-57.376051000000004,-1.19e-05,3.263e-05,-2.197e-05,0.1399676430655153,-0.318033777951115,1.8515034460416665e-07,-1.26051556e-07,2521.0,43.571248050308405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
14,1.0,0.321407,14.054754999999998,12.0,75.0,-17.55,-9.5,8.36,2.35,0.92,153.922235,12.982322,38.670219,-1.098e-05,5.717e-05,-1.55e-05,0.08414413758977865,0.24530175750799998,3.636102604166667e-07,-8.50848e-08,1544.0,9.999999999999998,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15,5.0,0.763227,66.49270200000001,24.0,2.92,-57.25,0.0,7.54,4.095,0.545,19.107053,3.869464,44.819654,1.205e-05,3.15e-06,-5.41e-06,0.19981240886989535,1.16051658338647,1.4156559472222219e-08,-2.7755583200000003e-07,3579.0,2.004472027365161,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,3.0,1.053403,-27.108199,12.0,18.75,-8.83,-40.0,8.98,-0.914,1.6,815.72505,230.84315099999998,-433.97346699999997,-7.649e-05,6.832e-05,-1.765e-05,0.2757803433974447,-0.4731273245791612,9.090256510416667e-08,-4.2809046999999995e-08,4914.0,202.11567669607533,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
17,1.0,0.21676399999999998,55.859005,10.0,-1.05,-2.61,0.0,7.94,-12.06,0.501,56032.786802999995,3183.19852,82765.899079,0.00107438,-0.0004488,-0.0007101,0.0567486084577431,0.9749235612806764,-5.090543645833334e-09,-1.2653637e-08,1037.0,5807644.175213124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1.0,1.2260280000000001,-25.726097,11.0,19.61,3.75,0.0,10.52,-9.48,0.38,85487.03561,28421.889736,-43406.9456,-0.00225037,0.00926982,0.0016377,0.3209734198796741,-0.4490050909205113,9.507196275694443e-08,1.8180513e-08,5709.0,539510.6225151279,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19,1.0,0.37951999999999997,-16.567698999999998,10.0,0.68,-23.76,0.0,8.2,-0.5,1.499,524.0418589999999,52.239883,-156.674747,-1.814e-05,1e-08,-6.066e-05,0.09935821584641401,-0.2891609029276375,3.296733027777778e-09,-1.1519173e-07,1787.0,138.03842646028852,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,2.0,0.331404,55.714236,18.0,-0.47,-3.57,0.0,7.78,-12.22,1.5319999999999998,56120.190246000006,4881.318989,82623.828111,0.00144428,-0.00010308,-0.0009749,0.08676138806203737,0.97239685055633,-2.2786242986111107e-09,-1.7307848e-08,1588.0,6729766.562843182,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21,1.0,0.476199,-16.226344,10.0,-354.87,-228.26,0.0,9.62,6.857,1.128,34.013301,4.262471,-9.976163,-3.32e-06,-6.231e-05,-3.793e-05,0.12466847998980335,-0.28320313006243625,-1.7204583081875e-06,-1.106635707e-06,2241.0,0.15747078772898468,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22,0.0,1.250304,65.599402,13.0,-0.37,-1.86,0.0,10.89,-9.11,1.38,39117.946119,13282.226101,91067.934869,0.00083521,9.417e-05,-0.00037249,0.3273288573041571,1.1449255510965777,-1.7938106180555555e-09,-9.017533999999999e-09,5833.0,383707.2454922784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,2.0,1.250373,3.906158,12.0,46.42,-12.88,0.0,10.24,3.25,0.499,236.17475699999997,80.196272,17.030628,-1.708e-05,5.361e-05,-1.557e-05,0.327346974191967,0.06817531061498251,2.2505051051388887e-07,-6.244400200000001e-08,5835.0,4.365158322401658,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24,1.0,0.664427,63.227534,10.0,-37.23,-11.91,-27.6,7.72,2.057,0.542,60.196788,10.577805999999999,121.13985,-1.4e-06,-2.511e-05,-2.873e-05,0.17394654865883388,1.1035286377635465,-1.804961332708333e-07,-5.7741309e-08,3131.0,13.097849623996858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25,0.0,3.1977599999999997,-30.276730999999998,13.0,-1.42,1.44,0.0,8.74,3.423,0.294,66.925635,74.240851,-58.353793,8.6e-07,-2.3e-07,7e-07,0.8371716457619002,-0.5284286479134763,-6.884354263888888e-09,6.981316999999999e-09,14819.0,3.7222025301784987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1.0,0.006638,26.918108,5.0,42.2,-53.47,0.0,6.43,2.066,0.514,66.54131,0.11565399999999999,33.784832,8.73e-06,1.528e-05,-1.725e-05,0.001737862174515451,0.4698096167386025,2.0459137319444445e-07,-2.59229874e-07,34.0,12.989726288978545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,1.0,0.180038,51.177861,17.0,6.16,4.79,0.0,8.16,0.948,1.6769999999999998,173.464997,8.182159,215.815998,-5.4e-06,8.03e-06,4.03e-06,0.04713384231457382,0.8932221721975312,2.9864522722222215e-08,2.3222575000000002e-08,882.0,36.37474856426324,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28,1.0,0.296583,1.688727,20.0,90.04,9.15,-9.0,6.19,0.8420000000000001,0.937,116.966373,9.10017,3.4588690000000004,-1.33e-05,5.035e-05,4.93e-06,0.07764517660458226,0.02947384715394625,4.365262379722222e-07,4.4360450999999996e-08,1418.0,40.105136608657595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29,0.0,0.35082399999999997,-58.760637,22.0,13.63,-40.99,0.0,8.99,3.9189999999999996,0.647,53.350075,4.913812,-88.327302,-1.81e-05,5.19e-06,-1.065e-05,0.09184539520091577,-1.0255665818448612,6.608010465972223e-08,-1.9872512699999999e-07,1679.0,2.3572193636510064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30,2.0,0.350314,43.713032,20.0,-1.59,-14.27,0.0,8.47,-11.53,1.168,71977.229985,6619.745218,69104.683901,0.00483095,-0.00032974,-0.00500017,0.09171201655029668,0.76293634264952,-7.708537520833334e-09,-6.918291199999999e-08,1677.0,3564511.3342624386,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31,3.0,0.18223,64.963177,5.0,-2.11,-2.77,0.0,9.64,1.899,0.56,149.370722,7.131514,320.154068,4.47e-06,-3.41e-06,-2.01e-06,0.04770761749127423,1.1338213294932926,-1.022956865972222e-08,-1.3429338e-08,889.0,15.14955932040343,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1.0,0.5115609999999999,62.354003000000006,6.0,2.58,-1.89,-1.0,7.39,-1.6030000000000002,-0.013000000000000001,289.21524900000003,38.966803999999996,557.126618,3.54e-06,8.41e-06,-3.58e-06,0.13392625344668838,1.0882826528239424,1.2508192958333336e-08,-9.162978e-09,2403.0,381.2413511042991,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2.0,1.945486,29.810847999999996,6.0,-133.25,48.24,0.0,11.62,8.369,1.686,33.849039000000005,18.903817,22.213529,9.54e-06,-2.773e-05,9.07e-06,0.5093269323754933,0.5202974503985413,-6.460142293402778e-07,2.3387411899999998e-07,9048.0,0.03912010393873508,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34,2.0,0.201689,-54.365396,5.0,20.05,-24.15,0.0,8.68,-11.32,1.29,58180.193715999994,3074.92376,-81274.90327899999,-0.01001475,0.00920395,-0.00682081,0.05280199054500083,-0.9488551514719012,9.72051429513889e-08,-1.1708250300000001e-07,975.0,2937649.651961537,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35,1.0,1.023457,-40.432617,7.0,6.01,8.22,0.0,8.93,2.667,0.353,131.30758600000001,36.049482,-116.02028600000001,3.08e-06,6.25e-06,5.43e-06,0.2679405239513943,-0.705682287297765,2.913730220138889e-08,3.9851684000000004e-08,4770.0,7.467925899308832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36,1.0,1.8077900000000002,-64.352597,6.0,-12.46,5.26,0.0,8.03,1.413,0.9470000000000001,81.106197,41.534175,-189.784141,1.01e-05,-9.11e-06,2.32e-06,0.4732783614318848,-1.1231646968645088,-6.040778459722222e-08,2.5501199e-08,8391.0,23.702818991297796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37,1.0,0.051029000000000005,8.261292999999998,7.0,-37.8,-49.68,0.0,9.19,2.864,0.34600000000000003,182.234803,2.434686,26.461824,6.82e-06,-3.366e-05,-4.389e-05,0.013359382478751562,0.14418675651493498,-1.8325957125e-07,-2.40855436e-07,247.0,6.228737089440287,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38,1.0,0.937077,15.656168,4.0,44.57,-36.22,0.0,8.67,4.54,0.63,62.563095,15.663879000000001,18.075267999999998,-4.4e-07,1.481e-05,-1.132e-05,0.24532613971275244,0.2732516815042438,2.160814574236111e-07,-1.75599515e-07,4377.0,1.3304544179780906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39,1.0,0.567634,-58.20164499999999,4.0,61.56,13.94,0.0,7.66,1.084,1.298,107.670177,16.11955,-175.60081599999998,2.61e-06,6.274e-05,7.36e-06,0.1486062214488903,-1.0158103376485137,2.984513017500001e-07,6.7583027e-08,2678.0,32.09223768048434,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40,1.0,0.10561300000000001,60.457120999999994,17.0,43.26,-0.39,-13.0,7.97,0.958,0.256,124.4662,3.4425449999999995,219.69361099999998,-7.6e-06,5.277e-05,-1.18e-05,0.027649536140984324,1.0551758204557362,2.097303982083333e-07,-1.8907730000000002e-09,525.0,36.04126286491436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41,2.0,1.571279,37.237146,8.0,12.62,-21.0,-4.0,5.9,0.11599999999999999,-0.067,104.69468499999999,45.672963,86.817095,1.61e-06,1.028e-05,-1.41e-05,0.4113598913555068,0.64991080915487,6.118348648611111e-08,-1.0181087199999998e-07,7307.0,78.2708409590612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1.0,0.552037,-39.759701,15.0,-9.05,-27.45,0.0,7.64,0.32299999999999995,1.473,221.139354,32.184065000000004,-185.921287,-2.265e-05,-1.618e-05,-2.974e-05,0.1445229120881667,-0.6939376944618563,-4.387563809027778e-08,-1.3308135500000002e-07,2601.0,64.68446641717216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
43,4.0,1.567602,-59.312481000000005,5.0,13.39,-7.93,0.0,8.35,1.409,1.004,114.41976000000001,49.784526,-210.26003599999999,-1.374e-05,1.133e-05,-4.8e-06,0.4103972850198285,-1.0351980884000849,6.49165518263889e-08,-3.8445724000000004e-08,7291.0,23.790304458806247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
44,1.0,0.100038,-39.137584999999994,5.0,8.33,-27.75,0.0,8.55,0.8170000000000001,1.357,273.016406,7.151919,-222.248162,-3.026e-05,1.343e-05,-3.674e-05,0.026189836368571414,-0.683079711188215,4.0384979590277776e-08,-1.3453579599999998e-07,500.0,41.03930524610162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45,1.0,1.9193209999999998,59.508419999999994,3.0,-23.0,3.74,0.0,8.14,2.9960000000000004,0.242,47.509824,26.107689,92.06236,4.27e-06,-1.124e-05,9.8e-07,0.5024770233124679,1.038617861655271,-1.1150714652777774e-07,1.8132031000000003e-08,8922.0,5.515691912608028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1.0,3.5911410000000004,14.174845999999999,3.0,-39.08,-78.47,0.0,9.87,4.955,0.58,54.971768999999995,75.294283,23.546312,1.999e-05,-3.51e-06,-3.546e-05,0.9401584821796194,0.2473977352086688,-1.894651863611111e-07,-3.8043329499999996e-07,16707.0,0.9078205301781854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47,1.0,1.748841,20.083149,21.0,-45.05,-105.39,-44.0,6.27,3.7060000000000004,0.72,27.441525,13.522305,11.184998,-2.964e-05,-2.254e-05,-3.108e-05,0.457845407925073,0.35051708223005124,-2.184085630902777e-07,-5.109451370000001e-07,8144.0,2.868137712668465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48,1.0,1.40039,-8.183257000000001,19.0,-78.38,-206.88,17.0,3.6,0.8859999999999999,1.065,32.241501,12.380133,-4.9665099999999995,1.617e-05,-7.99e-06,-3.711e-05,0.36662135102657534,-0.1428247700972425,-3.7999696281944435e-07,-1.002982542e-06,6523.0,38.51234824289314,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
49,1.0,1.9024619999999999,-57.918976,18.0,39.26,18.53,0.0,7.34,0.18100000000000002,1.496,126.105897,68.57543000000001,-228.99945,-6.5e-06,5.502e-05,1.289e-05,0.4980633524561961,-1.0108768349352186,1.903378509861111e-07,8.9835975e-08,8851.0,73.7224908104336,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,1.0,0.182227,48.110407,19.0,168.99,0.93,0.0,8.41,4.416,0.575,41.972181,2.004037,46.849169,-2.67e-06,5.149e-05,1.9e-07,0.04770697975808925,0.8396850114517113,8.192866387708333e-07,4.508766999999999e-09,887.0,1.4914201280943973,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51,2.0,0.076802,-15.889228,14.0,-3.21,-11.15,0.0,9.26,1.6159999999999999,1.149,324.864284,6.532816,-92.492694,-4.89e-06,-5.36e-06,-1.756e-05,0.020106665827957476,-0.2773193499963438,-1.5562519145833332e-08,-5.4056724999999994e-08,364.0,19.660746338791,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
