,right_ascension,altnames,list,declination,distance,child_stars_binaries,epoch,name,all_children,flags
3156,0d19m32.7s,,,-8d55m34.6537s,164.0 pc,[Star('WASP-136')],,WASP-136,[Star('WASP-136')],Flags()
3157,41d38m20.8005s,,,-0d27m50.3166s,308.0 pc,[Star('WASP-138')],,WASP-138,[Star('WASP-138')],Flags()
3158,49d33m44.1525s,,,-41d41m52s,230.0 pc,[Star('WASP-139')],,WASP-139,[Star('WASP-139')],Flags()
3159,140d06m10.7145s,,,33d52m56.6997s,155.0 pc,[Star('WASP-13')],,WASP-13,[Star('WASP-13')],Flags()
3160,60d23m08.247s,,,-20d27m03.9108s,180.0 pc,[Star('WASP-140')],,WASP-140,[Star('WASP-140')],Flags()
3161,71d49m27.8415s,,,-17d06m54.5946s,570.0 pc,[Star('WASP-141')],,WASP-141,[Star('WASP-141')],Flags()
3162,140d30m23.007s,,,-23d56m46.2027s,840.0 pc,[Star('WASP-142')],,WASP-142,[Star('WASP-142')],Flags()
3163,320d45m46.4205s,,,-40d02m53.7639s,358.719 pc,[Star('WASP-144')],,WASP-144,[Star('WASP-144')],Flags()
3164,322d15m13.5s,,,-58d50m10.1s,,[Binary('WASP-145')],,WASP-145,[Binary('WASP-145')],Flags()
3165,359d11m29.5305s,,,-22d09m11.5256s,426.0 pc,[Star('WASP-147')],,WASP-147,[Star('WASP-147')],Flags()
3166,254d07m50.0985s,,,44d18m09.5495s,248.11 pc,[Star('WASP-148')],,WASP-148,[Star('WASP-148')],Flags()
3167,218d16m30s,,,21d53m41s,160.0 pc,[Binary('WASP-14')],,WASP-14,[Binary('WASP-14')],Flags()
3168,264d15m46.98s,,,53d01m16.4818s,536.14 pc,[Star('WASP-150')],,WASP-150,[Star('WASP-150')],Flags()
3169,349d03m48.4755s,,,0d18m24.2459s,458.91 pc,[Star('WASP-151')],,WASP-151,[Star('WASP-151')],Flags()
3170,279d15m44.724s,,,40d01m07.282s,430.0 pc,[Star('WASP-153')],,WASP-153,[Star('WASP-153')],Flags()
3171,32d46m54.354s,,,2d25m04.8765s,140.0 pc,[Star('WASP-156')],,WASP-156,[Star('WASP-156')],Flags()
3172,4d08m46.8195s,,,-10d58m35.0979s,1136.0 pc,[Star('WASP-158')],,WASP-158,[Star('WASP-158')],Flags()
3173,68d08m11.34s,,,-38d58m05.9545s,926.0 pc,[Star('WASP-159')],,WASP-159,[Star('WASP-159')],Flags()
3174,208d55m40.6785s,,,-32d09m34.6152s,308.0 pc,[Star('WASP-15')],,WASP-15,[Star('WASP-15')],Flags()
3175,87d40m45.9465s,,,-27d37m23.4187s,284.0 pc,[Star('WASP-160 B')],,WASP-160 B,[Star('WASP-160 B')],Flags()
3176,126d20m16.254s,,,-11d30m03.551s,346.46 pc,[Star('WASP-161')],,WASP-161,[Star('WASP-161')],Flags()
3177,168d17m34.3695s,,,-17d39m27.8855s,313.6 pc,[Star('WASP-162')],,WASP-162,[Star('WASP-162')],Flags()
3178,256d32m15.1965s,,,-10d24m46.7426s,263.29 pc,[Star('WASP-163')],,WASP-163,[Star('WASP-163')],Flags()
3179,344d52m24.2805s,,,-60d26m52.1158s,322.0 pc,[Star('WASP-164')],,WASP-164,[Star('WASP-164')],Flags()
3180,357d34m49.875s,,,-17d04m39.2912s,583.0 pc,[Star('WASP-165')],,WASP-165,[Star('WASP-165')],Flags()
3181,144d52m31.29s,,,-20d58m56.8779s,113.0 pc,[Star('WASP-166')],,WASP-166,[Star('WASP-166')],Flags()
3182,196d02m38.01s,,,-35d27m02s,381.0 pc,[Star('WASP-167')],,WASP-167,[Star('WASP-167')],Flags()
3183,96d44m40.7115s,,,-46d49m17.2264s,319.0 pc,[Star('WASP-168')],,WASP-168,[Star('WASP-168')],Flags()
3184,127d23m14.235s,,,-12d56m41.1067s,638.38 pc,[Star('WASP-169')],,WASP-169,[Star('WASP-169')],Flags()
3185,214d40m58.839s,,,-20d16m31.8422s,195.2 pc,[Star('WASP-16')],,WASP-16,[Star('WASP-16')],Flags()
3186,135d24m58.8555s,,,-20d43m13.3445s,308.27 pc,[Star('WASP-170')],,WASP-170,[Star('WASP-170')],Flags()
3187,171d50m42.3735s,,,-44d05m19.2973s,774.33 pc,[Star('WASP-171')],,WASP-171,[Star('WASP-171')],Flags()
3188,199d26m01.8345s,,,-47d14m15.277s,562.0 pc,[Star('WASP-172')],,WASP-172,[Star('WASP-172')],Flags()
3189,354d10m05.7s,,,-34d36m40.6s,230.0 pc,[Binary('WASP-173')],,WASP-173,[Binary('WASP-173')],Flags()
3190,195d47m38.451s,,,-41d23m05.4123s,414.7 pc,[Star('WASP-174')],,WASP-174,[Star('WASP-174')],Flags()
3191,166d19m08.133s,,,-34d07m21.9765s,584.0 pc,[Star('WASP-175')],,WASP-175,[Star('WASP-175')],Flags()
3192,313d41m14.3505s,,,9d10m44.7244s,577.62 pc,[Star('WASP-176')],,WASP-176,[Star('WASP-176')],Flags()
3193,334d47m50.0505s,,,-1d50m03.0791s,177.7 pc,[Star('WASP-177')],,WASP-177,[Star('WASP-177')],Flags()
3194,227d16m13.395s,,,-42d42m17.7891s,418.0 pc,[Star('WASP-178')],,WASP-178,[Star('WASP-178')],Flags()
3195,239d57m44.2335s,,,-28d03m42.3094s,400.0 pc,[Star('WASP-17')],,WASP-17,[Star('WASP-17')],Flags()
3196,123d23m32.25s,,,-1d58m57.9s,255.8 pc,[Binary('WASP-180')],,WASP-180,[Binary('WASP-180')],Flags()
3197,26d47m35.694s,,,3d07m58.8975s,443.0 pc,[Star('WASP-181')],,WASP-181,[Star('WASP-181')],Flags()
3198,311d40m23.397s,,,-41d49m15.2025s,331.0 pc,[Star('WASP-182')],,WASP-182,[Star('WASP-182')],Flags()
3199,163d47m20.3025s,,,-0d44m13.8112s,328.4 pc,[Star('WASP-183')],,WASP-183,[Star('WASP-183')],Flags()
3200,209d31m01.314s,,,-30d20m53.2719s,640.0 pc,[Star('WASP-184')],,WASP-184,[Star('WASP-184')],Flags()
3201,214d03m34.704s,,,-19d32m32.2084s,275.0 pc,[Star('WASP-185')],,WASP-185,[Star('WASP-185')],Flags()
3202,18d59m42.762s,,,21d37m01.0061s,280.71 pc,[Star('WASP-186')],,WASP-186,[Star('WASP-186')],Flags()
3203,17d28m29.4795s,,,25d40m54.1037s,375.52 pc,[Star('WASP-187')],,WASP-187,[Star('WASP-187')],Flags()
3204,225d41m13.0185s,,,-3d01m52.986s,100.01 pc,[Star('WASP-189')],,WASP-189,[Star('WASP-189')],Flags()
3205,24d21m15.5025s,,,-45d40m40.3765s,123.92 pc,[Star('WASP-18')],,WASP-18,[Star('WASP-18')],Flags()
3206,7d42m33.525s,,,-40d34m24.3191s,550.76 pc,[Star('WASP-190')],,WASP-190,[Star('WASP-190')],Flags()
3207,223d39m31.3725s,,,-38d44m40.3449s,495.0 pc,[Star('WASP-192')],,WASP-192,[Star('WASP-192')],Flags()
3208,148d25m01.146s,,,-45d39m33.0559s,250.0 pc,[Star('WASP-19')],,WASP-19,[Star('WASP-19')],Flags()
3209,5d10m00s,,,31d59m24s,380.0 pc,[Binary('WASP-1')],,WASP-1,[Binary('WASP-1')],Flags()
3210,5d09m38.0415s,,,-23d56m08.7938s,210.0 pc,[Star('WASP-20')],,WASP-20,[Star('WASP-20')],Flags()
3211,347d29m33.801s,,,18d23m45.8824s,230.0 pc,[Star('WASP-21')],,WASP-21,[Star('WASP-21')],Flags()
3212,52d49m04.9035s,,,-23d49m10.8416s,300.0 pc,[Star('WASP-22')],,WASP-22,[Star('WASP-22')],Flags()
3213,101d07m39.201s,,,-42d45m42.666s,208.7378 pc,[Star('WASP-23')],,WASP-23,[Star('WASP-23')],Flags()
3214,227d12m56.049s,,,2d20m35.9644s,330.0 pc,[Star('WASP-24')],,WASP-24,[Star('WASP-24')],Flags()
3215,195d21m35.64s,,,-27d31m19.9208s,169.0 pc,[Star('WASP-25')],,WASP-25,[Star('WASP-25')],Flags()
3216,4d36m10.512s,,,-15d16m02.2775s,250.0 pc,[Star('WASP-26')],,WASP-26,[Star('WASP-26')],Flags()
3217,353d36m58.2225s,,,-1d34m48.1128s,410.0 pc,[Star('WASP-28')],,WASP-28,[Star('WASP-28')],Flags()
3218,357d52m46.26s,,,-39d54m24.2599s,80.0 pc,[Star('WASP-29')],,WASP-29,[Star('WASP-29')],Flags()
3219,307d43m30s,,,6d25m46s,165.8 pc,[Binary('WASP-2')],,WASP-2,[Binary('WASP-2')],Flags()
3220,169d26m20.367s,,,-19d03m17.2165s,400.0 pc,[Star('WASP-31')],,WASP-31,[Star('WASP-31')],Flags()
3221,3d57m42.1155s,,,1d12m01.5868s,278.2 pc,[Star('WASP-32')],,WASP-32,[Star('WASP-32')],Flags()
3222,36d42m45.873s,,,37d33m01.7377s,122.36 pc,[Star('WASP-33')],,WASP-33,[Star('WASP-33')],Flags()
3223,165d23m58.4535s,,,-23d51m38.3846s,112.7 pc,[Star('WASP-34')],,WASP-34,[Star('WASP-34')],Flags()
3224,76d04m54.486s,,,-6d13m47.3761s,216.5 pc,[Star('WASP-35')],,WASP-35,[Star('WASP-35')],Flags()
3225,131d34m49.4655s,,,-8d01m37.0126s,450.0 pc,[Star('WASP-36')],,WASP-36,[Star('WASP-36')],Flags()
3226,221d56m38.427s,,,1d03m53.8023s,338.0 pc,[Star('WASP-37')],,WASP-37,[Star('WASP-37')],Flags()
3227,243d57m35.478s,,,10d01m57.2844s,110.0 pc,[Star('WASP-38')],,WASP-38,[Star('WASP-38')],Flags()
3228,217d19m36.2265s,,,-3d26m40.203s,230.0 pc,[Star('WASP-39')],,WASP-39,[Star('WASP-39')],Flags()
3229,278d38m00s,,,35d39m42s,220.0 pc,[Binary('WASP-3')],,WASP-3,[Binary('WASP-3')],Flags()
3230,190d37m07.4235s,,,-30d38m23.5276s,180.0 pc,[Star('WASP-41')],,WASP-41,[Star('WASP-41')],Flags()
3231,192d58m53.37s,,,-42d04m25.0949s,160.0 pc,[Star('WASP-42')],,WASP-42,[Star('WASP-42')],Flags()
3232,154d54m30.1335s,,,-9d48m22.6031s,80.0 pc,[Star('WASP-43')],,WASP-43,[Star('WASP-43')],Flags()
3233,3d54m11.541s,,,-11d56m17.2864s,368.31 pc,[Star('WASP-44')],,WASP-44,[Star('WASP-44')],Flags()
3234,5d14m14.91s,,,-35d59m53.7473s,212.48 pc,[Star('WASP-45')],,WASP-45,[Star('WASP-45')],Flags()
3235,318d44m12.894s,,,-55d52m18.46s,379.363 pc,[Star('WASP-46')],,WASP-46,[Star('WASP-46')],Flags()
3236,331d12m10.893s,,,-12d01m08.0009s,200.0 pc,[Star('WASP-47')],,WASP-47,[Star('WASP-47')],Flags()
3237,291d09m44.4225s,,,55d28m23.3317s,460.2 pc,[Star('WASP-48')],,WASP-48,[Star('WASP-48')],Flags()
3238,91d05m22.101s,,,-16d57m55.1088s,170.0 pc,[Star('WASP-49')],,WASP-49,[Star('WASP-49')],Flags()
3239,353d33m46.287s,,,-42d03m41.0494s,269.21 pc,[Star('WASP-4')],,WASP-4,[Star('WASP-4')],Flags()
3240,43d41m17.013s,,,-10d53m53.026s,230.0 pc,[Star('WASP-50')],,WASP-50,[Star('WASP-50')],Flags()
3241,348d29m41.3625s,,,8d45m40.5713s,140.0 pc,[Star('WASP-52')],,WASP-52,[Star('WASP-52')],Flags()
3242,31d54m33.1395s,,,-20d39m42.7616s,202.51 pc,[Star('WASP-53')],,WASP-53,[Star('WASP-53')],Flags()
3243,205d27m15.4515s,,,-0d07m41.0337s,200.0 pc,[Star('WASP-54')],,WASP-54,[Star('WASP-54')],Flags()
3244,203d45m29.3055s,,,-17d30m12.5263s,330.0 pc,[Star('WASP-55')],,WASP-55,[Star('WASP-55')],Flags()
3245,183d21m58.362s,,,23d03m20.4299s,255.0 pc,[Star('WASP-56')],,WASP-56,[Star('WASP-56')],Flags()
3246,223d49m12.342s,,,-2d03m27.5991s,455.0 pc,[Star('WASP-57')],,WASP-57,[Star('WASP-57')],Flags()
3247,274d42m03.795s,,,45d10m19.2591s,300.0 pc,[Star('WASP-58')],,WASP-58,[Star('WASP-58')],Flags()
3248,349d37m23.2125s,,,24d53m21.4364s,125.0 pc,[Star('WASP-59')],,WASP-59,[Star('WASP-59')],Flags()
3249,359d20m56.3475s,,,-41d16m37.7455s,297.0 pc,[Star('WASP-5')],,WASP-5,[Star('WASP-5')],Flags()
3250,356d39m59.6205s,,,31d09m21.372s,400.0 pc,[Star('WASP-60')],,WASP-60,[Star('WASP-60')],Flags()
3251,75d17m58.7805s,,,-26d03m14.9667s,480.0 pc,[Star('WASP-61')],,WASP-61,[Star('WASP-61')],Flags()
3252,87d08m23.9055s,,,-63d59m18.3868s,160.0 pc,[Star('WASP-62')],,WASP-62,[Star('WASP-62')],Flags()
3253,94d20m11.229s,,,-38d19m23.7541s,330.0 pc,[Star('WASP-63')],,WASP-63,[Star('WASP-63')],Flags()
3254,101d06m54.078s,,,-32d51m30.1787s,350.0 pc,[Star('WASP-64')],,WASP-64,[Star('WASP-64')],Flags()
3255,133d19m27.429s,,,8d31m22.8112s,310.0 pc,[Star('WASP-65')],,WASP-65,[Star('WASP-65')],Flags()
3256,158d13m29.889s,,,-34d59m23.4568s,500.0 pc,[Star('WASP-66')],,WASP-66,[Star('WASP-66')],Flags()
3257,295d44m37.8255s,,,-19d56m58.523s,225.0 pc,[Star('WASP-67')],,WASP-67,[Star('WASP-67')],Flags()
3258,305d05m44.7885s,,,-19d18m52.9211s,227.9 pc,[Star('WASP-68')],,WASP-68,[Star('WASP-68')],Flags()
3259,315d01m32.9535s,,,-5d05m40.037s,50.0 pc,[Star('WASP-69')],,WASP-69,[Star('WASP-69')],Flags()
3260,348d09m26.052s,,,-22d40m26.2774s,307.0 pc,[Star('WASP-6')],,WASP-6,[Star('WASP-6')],Flags()
3261,315d28m30s,,,-13d26m00s,245.0 pc,[Binary('WASP-70')],,WASP-70,[Binary('WASP-70')],Flags()
3262,29d15m48.06s,,,0d45m31.8788s,200.0 pc,[Star('WASP-71')],,WASP-71,[Star('WASP-71')],Flags()
3263,41d02m24.1455s,,,-30d10m08.5614s,340.0 pc,[Star('WASP-72')],,WASP-72,[Star('WASP-72')],Flags()
3264,319d56m58.5975s,,,-58d08m55.993s,319.57 pc,[Star('WASP-73')],,WASP-73,[Star('WASP-73')],Flags()
3265,304d32m19.8135s,,,-1d04m32.6103s,120.0 pc,[Star('WASP-74')],,WASP-74,[Star('WASP-74')],Flags()
3266,342d23m08.5155s,,,-10d40m31.9274s,260.0 pc,[Star('WASP-75')],,WASP-75,[Star('WASP-75')],Flags()
3267,26d37m57.864s,,,2d42m02.0331s,120.0 pc,[Star('WASP-76')],,WASP-76,[Star('WASP-76')],Flags()
3268,37d09m15s,,,-7d03m38s,93.0 pc,[Binary('WASP-77')],,WASP-77,[Binary('WASP-77')],Flags()
3269,63d45m22.5645s,,,-22d06m59.1039s,550.0 pc,[Star('WASP-78')],,WASP-78,[Star('WASP-78')],Flags()
3270,66d22m15.252s,,,-30d36m01.6109s,240.0 pc,[Star('WASP-79')],,WASP-79,[Star('WASP-79')],Flags()
3271,311d02m33.3105s,,,-39d13m30.8593s,140.0 pc,[Star('WASP-7')],,WASP-7,[Star('WASP-7')],Flags()
3272,303d10m02.5365s,,,-2d08m39.1911s,60.0 pc,[Star('WASP-80')],,WASP-80,[Star('WASP-80')],Flags()
3273,304d12m28.35s,,,3d17m38.4546s,410.0 pc,[Star('WASP-81')],,WASP-81,[Star('WASP-81')],Flags()
3274,72d39m38.379s,,,1d53m38.1037s,200.0 pc,[Star('WASP-82')],,WASP-82,[Star('WASP-82')],Flags()
