,name,flags,system,radius,orbital_inclination,seperation,age,transit_time,longitude,ascending_node,discovery_method,discovery_year,description ,alt_names,list,type,mass,semi_major_axis,orbital_period,periastron,periastron_time,eccentricity,distance,temp,right_ascension,declination,parent_obj,star
3154,Kepler-462 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-462'),0.268 R_j,,,,,,,transit,2011,"This planets orbits a rapidly-rotating, oblate star. The planet's orbit has a sky-projected misalignment of -32° with respect to the stellar equator, while the derived true orbital obliquity is 72°.","['KOI-89 b', 'Gaia DR2 2075998903831657472 b', 'KIC 8056665 b', 'TYC 3149-1163-1 b', 'Kepler-462 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-462 b')>,0.16959 M_j,,84.6866 d,51.9 deg,,0.042,598.0 pc,728.9271183184966 K,299d49m16.167s,43d48m51.4122s,Star('Kepler-462'),Star('Kepler-462')
3155,Kepler-462 c,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-462'),0.357 R_j,,,,,,,transit,2011,"This planet orbits a rapidly-rotating, oblate star. The planet's orbit has a sky-projected misalignment of -32° with respect to the stellar equator, while the derived true orbital obliquity is 73°.","['KOI-89 c', 'Kepler-462 c']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-462 c')>,0.01888 M_j,,207.62 d,14.9 deg,,0.11,598.0 pc,507.66804421723214 K,299d49m16.167s,43d48m51.4122s,Star('Kepler-462'),Star('Kepler-462')
3156,Kepler-463 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-463'),0.272 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-105 b', 'KOI-105.01', 'KIC 8711794 b', 'Gaia DR2 2079192121810035840 b', 'Kepler-463 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-463 b')>,,,,,,,399.313 pc,913.8551238086072 K,298d56m13.3365s,44d51m28.4806s,Star('Kepler-463'),Star('Kepler-463')
3157,Kepler-464 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-464'),0.294 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-107 b', 'KOI-107.01', 'KIC 11250587 b', 'Gaia DR2 2134798444914611712 b', 'Kepler-464 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-464 b')>,,,,,,,680.596 pc,1377.530127723431 K,294d50m06.546s,48d58m56.4926s,Star('Kepler-464'),Star('Kepler-464')
3158,Kepler-465 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-465'),0.263 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-110 b', 'KOI-110.01', 'KIC 9450647 b', 'Gaia DR2 2107236613280607104 b', 'Kepler-465 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-465 b')>,,,,,,,561.987 pc,1112.8230039537045 K,284d33m20.6595s,46d03m49.8232s,Star('Kepler-465'),Star('Kepler-465')
3159,Kepler-466 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-466'),0.254 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-112 b', 'KOI-112.01', 'KIC 10984090 b', 'Gaia DR2 2134719834131370496 b', 'Kepler-466 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-466 b')>,,,,,,,383.597 pc,561.9967442867395 K,295d38m55.236s,48d29m43.9935s,Star('Kepler-466'),Star('Kepler-466')
3160,Kepler-466 c,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-466'),0.112 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-112 c', 'KOI-112.02', 'KIC 10984090 c', 'Gaia DR2 2134719834131370496 c', 'Kepler-466 c']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-466 c')>,,,,,,,383.597 pc,1347.0634413031619 K,295d38m55.236s,48d29m43.9935s,Star('Kepler-466'),Star('Kepler-466')
3161,Kepler-467 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-467'),0.201 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-118 b', 'KOI-118.01', 'KIC 3531558 b', 'Gaia DR2 2099605968225288960 b', 'Kepler-467 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-467 b')>,,,,,,,472.567 pc,797.163183638461 K,287d21m46.209s,38d38m58.4909s,Star('Kepler-467'),Star('Kepler-467')
3162,Kepler-468 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-468'),1.19 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-125 b', 'KOI-125.01', 'KIC 11449844 b', 'Gaia DR2 2132666633603904256 b', 'Kepler-468 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-468 b')>,,,,,,,448.612 pc,562.8027995140512 K,288d54m08.13s,49d22m13.7485s,Star('Kepler-468'),Star('Kepler-468')
3163,Kepler-469 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-469'),1.597 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",['Kepler-469 b'],['Confirmed planets'],<bound method Planet.type of Planet('Kepler-469 b')>,,,,,,,,811.5471771564156 K,297d28m30s,41d06m51s,Star('Kepler-469'),Star('Kepler-469')
3164,Kepler-46 b,Flags(),System('Kepler-46'),0.65705 R_j,89.038 deg,,,2455019.67768 JD,,,transit,2012,"Kepler-46 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-46 b are still unknown, the object is highly unlikely to be a false positive.","['KOI-872 b', 'KOI-872.01', 'KIC 7109675 b', 'KIC 7109675.01', 'Gaia DR2 2102700131386216576 b', 'Kepler-46 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-46 b')>,,0.1968 au,,,,0.01,855.0 pc,543.0 K,289d16m07.392s,42d36m15.0408s,Star('Kepler-46'),Star('Kepler-46')
3165,Kepler-46 c,Flags(),System('Kepler-46'),,87.4 deg,,,,,,transit,2012,,"['KIC 7109675 c', 'KOI-872 c', 'Gaia DR2 2102700131386216576 c', 'Kepler-46 c']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-46 c')>,0.376 M_j,0.2799 au,,,,0.015,855.0 pc,455.0 K,289d16m07.392s,42d36m15.0408s,Star('Kepler-46'),Star('Kepler-46')
3166,Kepler-46 d,Flags(),System('Kepler-46'),0.14945 R_j,88.24 deg,,,2454971.05891 JD,,,transit,2014,"Kepler-46 d has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-46 c are still unknown, the object is highly unlikely to be a false positive.","['KOI-872 d', 'KOI-872.02', 'KIC 7109675 d', 'KIC 7109675.02', 'Gaia DR2 2102700131386216576 d', 'Kepler-46 d']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-46 d')>,,0.067 au,,,,,855.0 pc,793.0 K,289d16m07.392s,42d36m15.0408s,Star('Kepler-46'),Star('Kepler-46')
3167,Kepler-470 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-470'),1.288 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-129 b', 'KOI-129.01', 'KIC 11974540 b', 'Gaia DR2 2135313669189075968 b', 'Kepler-470 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-470 b')>,,,,,,,955.384 pc,1018.3342134557886 K,297d00m34.0155s,50d22m20.3719s,Star('Kepler-470'),Star('Kepler-470')
3168,Kepler-471 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-471'),1.335 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-131 b', 'KOI-131.01', 'KIC 7778437 b', 'Gaia DR2 2075972481191725696 b', 'Kepler-471 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-471 b')>,,,,,,,1295.67 pc,1817.2850108080952 K,299d05m51.135s,43d29m51.3394s,Star('Kepler-471'),Star('Kepler-471')
3169,Kepler-472 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-472'),0.287 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-144 b', 'KOI-144.01', 'KIC 4180280 b', 'Gaia DR2 2073277200237694464 b', 'Kepler-472 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-472 b')>,,,,,,,309.329 pc,1035.9727389362029 K,296d31m27.5775s,39d14m59.1612s,Star('Kepler-472'),Star('Kepler-472')
3170,Kepler-473 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-473'),0.364 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-149 b', 'KOI-149.01', 'KIC 3835670 b', 'Gaia DR2 2100009935669354240 b', 'Kepler-473 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-473 b')>,,,,,,,930.233 pc,1004.8690658836205 K,286d37m48.327s,38d56m44.0791s,Star('Kepler-473'),Star('Kepler-473')
3171,Kepler-474 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-474'),0.273 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-155 b', 'KOI-155.01', 'KIC 8030148 b', 'Gaia DR2 2125972321478224896 b', 'Kepler-474 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-474 b')>,,,,,,,862.366 pc,1167.736014583224 K,292d19m17.469s,43d52m52.1623s,Star('Kepler-474'),Star('Kepler-474')
3172,Kepler-475 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-475'),0.222 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-161 b', 'KOI-161.01', 'KIC 5084942 b', 'Gaia DR2 2100597143598879616 b', 'Kepler-475 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-475 b')>,,,,,,,282.358 pc,1081.4221555770773 K,287d03m06.1875s,40d12m41.5016s,Star('Kepler-475'),Star('Kepler-475')
3173,Kepler-476 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-476'),0.275 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-162 b', 'KOI-162.01', 'KIC 8107380 b', 'Gaia DR2 2078122984191734016 b', 'Kepler-476 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-476 b')>,,,,,,,,925.7604112635084 K,295d09m49.641s,43d57m46.9591s,Star('Kepler-476'),Star('Kepler-476')
3174,Kepler-477 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-477'),0.185 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-163 b', 'KOI-163.01', 'KIC 6851425 b', 'Kepler-477 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-477 b')>,,,,,,,,738.0445292468502 K,288d04m03.3315s,42d21m19.216s,Star('Kepler-477'),Star('Kepler-477')
3175,Kepler-478 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-478'),0.242 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-165 b', 'KOI-165.01', 'KIC 9527915 b', 'Gaia DR2 2128256492466658176 b', 'Kepler-478 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-478 b')>,,,,,,,,699.74717315366 K,292d29m12.9195s,46d11m46.3456s,Star('Kepler-478'),Star('Kepler-478')
3176,Kepler-479 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-479'),0.189 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-166 b', 'KOI-166.01', 'KIC 2441495 b', 'Gaia DR2 2052548107508601216 b', 'Kepler-479 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-479 b')>,,,,,,,348.371 pc,721.2205937676587 K,291d01m18.6255s,37d46m11.2501s,Star('Kepler-479'),Star('Kepler-479')
3177,Kepler-47 (AB) b,Flags(),System('Kepler-47'),0.27156828 R_j,89.59 deg,,,2454968.633 JD,,,transit,2012,"Kepler-47(AB) is a multiplanetary system orbiting a binary star. This is the first system of its kind. One of the binary stars is a Sun-like star, the other one is roughly one-third the size of the Sun. The orbital period of the binary is 7.45 days.","['KIC 10020423 b', 'KOI-3154 b', '2MASS J19411149+4655136 b', 'Kepler-47 b', 'Kepler-47 (AB) b']","['Confirmed planets', 'Planets in binary systems, P-type']",<bound method Planet.type of Planet('Kepler-47 (AB) b')>,,0.2956 au,,,,0.035,1189.0 pc,448.8 K,,,Binary('Kepler-47'),
3178,Kepler-47 (AB) c,Flags(),System('Kepler-47'),0.42011066 R_j,89.826 deg,,,2454753.015 JD,,,transit,2012,"Kepler-47(AB) is a multiplanetary system orbiting a binary star. This is the first system of its kind. One of the binary stars is a Sun-like star, the other one is roughly one-third the size of the Sun. The orbital period of the binary is 7.45 days. The outer planet Kepler-47(AB) c is located in the habitable zone where liquid water could exist.","['KIC 10020423 c', 'KOI-3154 c', '2MASS J19411149+4655136 c', 'Kepler-47 c', 'Kepler-47 (AB) c']","['Confirmed planets', 'Planets in binary systems, P-type']",<bound method Planet.type of Planet('Kepler-47 (AB) c')>,,0.989 au,,,,0.411,1189.0 pc,245.3 K,,,Binary('Kepler-47'),
3179,Kepler-47 (AB) d,Flags(lculated Temperature'),System('Kepler-47'),0.628 R_j,90.395 deg,,,2455045.428 JD,,,transit,2019,This planet was discovered by Orosz et al. 2019. The discovery was made with a space based telescope (0.95 m Kepler Telescope). The parameters listed here are those reported by Orosz et al. 2019 and were imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,"['Kepler-47 d', 'Kepler-47 (AB) d']","['Confirmed planets', 'Planets in binary systems, P-type']",<bound method Planet.type of Planet('Kepler-47 (AB) d')>,0.05984 M_j,0.6992 au,187.366 d,352.0 deg,,0.024,1189.0 pc,,,,Binary('Kepler-47'),
3180,Kepler-480 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-480'),0.248 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-167 b', 'KOI-167.01', 'KIC 11666881 b', 'Gaia DR2 2135044568018500096 b', 'Kepler-480 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-480 b')>,,,,,,,868.659 pc,1432.7500139973147 K,294d27m50.0175s,49d45m54.1642s,Star('Kepler-480'),Star('Kepler-480')
3181,Kepler-481 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-481'),0.223 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-173 b', 'KOI-173.01', 'KIC 11402995 b', 'Gaia DR2 2129753580626548736 b', 'Kepler-481 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-481 b')>,,,,,,,833.194 pc,968.093989203555 K,291d54m25.3275s,49d15m43.3745s,Star('Kepler-481'),Star('Kepler-481')
3182,Kepler-482 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-482'),0.211 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-174 b', 'KOI-174.01', 'KIC 10810838 b', 'Gaia DR2 2086629463276947456 b', 'Kepler-482 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-482 b')>,,,,,,,315.906 pc,390.8619801825323 K,296d49m22.275s,48d06m27.1931s,Star('Kepler-482'),Star('Kepler-482')
3183,Kepler-483 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-483'),0.286 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-176 b', 'KOI-176.01', 'KIC 6442377 b', 'Gaia DR2 2101719263935952768 b', 'Kepler-483 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-483 b')>,,,,,,,882.223 pc,872.2870394751299 K,291d38m48.255s,41d53m04.7829s,Star('Kepler-483'),Star('Kepler-483')
